IRMA System ID,Publication Title,OUTLET,CHRPUBLICATIONYEAR,PUBLICATION_CATEGORY,FORCODE1,FORCODE2,FORCODE3,EID,SCOPUS_ID,DESCRIPTION,DOI,STAFFNUMBER,NAME,Author Faculty,Author School,Author Department,Division_1,Group_1,Division_id_1,Group_id_1,Confidence_1,Division_2,Group_2,Division_id_2,Group_id_2,Confidence_2,Division_3,Group_3,Division_id_3,Group_id_3,Confidence_3,Division_match_1,Division_match_2,Division_match_3,Any_Division_Match,Group_match_1,Group_match_2,Group_match_3,Any_Group_Match
1000500xPUB46,"Effective treatment of heavy and/or prolonged menstrual bleeding with an oral contraceptive containing estradiol valerate and dienogest: a randomized, double-blind Phase III trial",Human Reproduction Update,2011,C1 - Refereed Journal articles,321503.0,,,2-s2.0-79960741444,,,10.1093/humrep/der224,1000500,Ian Fraser,Faculty of Medicine and Health,Sydney Medical School,Central Clinical School: Obstetrics & Gynaecology,Biomedical And Clinical Sciences,Reproductive medicine,320000,321500,0.899,Biomedical And Clinical Sciences,Clinical sciences,320000.0,320200.0,0.823,Biomedical And Clinical Sciences,Pharmacology and pharmaceutical sciences,320000.0,321400.0,0.655,True,True,True,True,True,False,False,True
1000502xPUB15,Enumeration of the 50 fake projective planes,Academie des Sciences. Comptes Rendus. Mathematique,2010,C1 - Refereed Journal articles,490402.0,490405.0,,2-s2.0-74249099048,,,10.1016/j.crma.2009.11.016,1000502,Donald Cartwright,Faculty of Science,School of Mathematics and Statistics,Mathematics & Statistics,Mathematical Sciences,Numerical and computational mathematics,490000,490300,0.825,Mathematical Sciences,Mathematical physics,490000.0,490200.0,0.777,Mathematical Sciences,Statistics,490000.0,490500.0,0.727,True,True,True,True,False,False,False,False
1000510xPUB14,The acoustic field in biomedical tissue with midscale inhomogeneities,"IEEE Transactions on Ultrasonics, Ferroelectrics and Frequency Control",2009,C1 - Refereed Journal articles,490102.0,,,2-s2.0-62349110177,,,10.1109/TUFFC.2009.1039,1000510,Rosemary Thompson,Faculty of Science,School of Mathematics and Statistics,Mathematics & Statistics,Biomedical And Clinical Sciences,Medical biotechnology,320000,320600,0.709,Biomedical And Clinical Sciences,Medical physiology,320000.0,320800.0,0.708,Biomedical And Clinical Sciences,Other biomedical and clinical sciences,320000.0,329900.0,0.602,False,False,False,False,False,False,False,False
1000514xPUB8,LIGHT contributes to early but not late control of Mycobacterium tuberculosis infection,International Immunology,2010,C1 - Refereed Journal articles,320404.0,310701.0,,2-s2.0-77953975438,,,10.1093/intimm/dxq013,1000514,Helen Briscoe,Faculty of Medicine and Health,Medical Research Institutes,Centenary Institute of Cancer Medicine and Cell Biology,Biological Sciences,Microbiology,310000,310700,0.929,Biomedical And Clinical Sciences,Medical microbiology,320000.0,320700.0,0.679,,,,,,True,True,False,True,True,False,False,True
1000532xPUB5,Francis Jeffrey in recent Whig interpretations of Romantic literary history,ELH,2009,C1 - Refereed Journal articles,470504.0,,,2-s2.0-77949292451,,,10.1353/elh.0.0058,1000532,William Christie,Faculty of Arts and Social Sciences,"School of Art, Communication and English",Discipline of English and Writing,Creative Arts And Writing,Other creative arts and writing,360000,369900,0.56,,,,,,,,,,,False,False,False,False,False,False,False,False
1000532xPUB6,'Wars of the tongue'' in post-war Edinburgh: on Blackwood's Edinburgh magazine and its campaign against the Edinburgh Review,Romanticism: the journal of romantic culture and criticism,2009,C1 - Refereed Journal articles,470504.0,,,2-s2.0-77950745230,,,10.3366/E1354991X09000580,1000532,William Christie,Faculty of Arts and Social Sciences,"School of Art, Communication and English",Discipline of English and Writing,"Language, Communication And Culture",Language studies,470000,470300,0.833,"Language, Communication And Culture",Literary studies,470000.0,470500.0,0.833,"Language, Communication And Culture",Linguistics,470000.0,470400.0,0.731,True,True,True,True,False,True,False,True
1000532xPUB7,In dialogue with the living and the dead: Ted Hughes's Birthday letters,Sydney Studies in English,2009,C1 - Refereed Journal articles,470504.0,,,,,,,1000532,William Christie,Faculty of Arts and Social Sciences,"School of Art, Communication and English",Discipline of English and Writing,Creative Arts And Writing,Creative and professional writing,360000,360200,0.927,Creative Arts And Writing,Other creative arts and writing,360000.0,369900.0,0.912,Creative Arts And Writing,Screen and digital media,360000.0,360500.0,0.692,False,False,False,False,False,False,False,False
1000538xPUB1,A new determination of the orbit and masses of the Be binary system Scorpii,Monthly Notices of the Royal Astronomical Society,2009,C1 - Refereed Journal articles,510109.0,,,2-s2.0-66949161112,,,10.1111/j.1365-2966.2009.14272.x,1000538,William Tango,Faculty of Science,School of Physics,Physics,Physical Sciences,Astronomical sciences,510000,510100,0.884,Physical Sciences,Space sciences,510000.0,510900.0,0.866,,,,,,True,True,False,True,True,False,False,True
1000551xPUB126,Approximate analytic and numerical study on indentation of cellular/foam film with glass substrate,Acta Physica Sinica (Chinese Physics),2009,C1 - Refereed Journal articles,510499.0,,,2-s2.0-68349083560,,,,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Mathematical Sciences,Mathematical physics,490000,490200,0.764,Physical Sciences,Condensed matter physics,510000.0,510400.0,0.761,Chemical Sciences,Analytical chemistry,340000.0,340100.0,0.74,False,True,False,True,False,True,False,True
1000551xPUB127,"Dispersion, thermal and mechanical properties of polypropylene/magnesium hydroxide nanocomposites compatibilized by SEBS-g-MA",Composites Science and Technology,2009,C1 - Refereed Journal articles,401602.0,401807.0,,2-s2.0-67649286657,,,10.1016/j.compscitech.2009.04.004,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.887,Chemical Sciences,Physical chemistry,340000.0,340600.0,0.837,Physical Sciences,Condensed matter physics,510000.0,510400.0,0.753,False,False,False,False,False,False,False,False
1000551xPUB128,The damped dynamics of printed circuit board and analysis of distorted and deformed half-sine excitation,Microelectronics Reliability,2009,C1 - Refereed Journal articles,400908.0,,,2-s2.0-67650577142,,,10.1016/j.microrel.2009.05.007,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Engineering,"Electronics, sensors and digital hardware",400000,400900,0.789,Engineering,Electrical engineering,400000.0,400800.0,0.761,Mathematical Sciences,Applied mathematics,490000.0,490100.0,0.631,True,True,False,True,True,False,False,True
1000551xPUB129,A facile method to fabricate silica-coated carbon nanotubes and silica nanotubes from carbon nanotubes templates,Journal of Materials Science,2009,C1 - Refereed Journal articles,401609.0,,,2-s2.0-67849128535,,,10.1007/s10853-009-3687-1,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.863,,,,,,,,,,,False,False,False,False,False,False,False,False
1000551xPUB130,Roles of grain boundary and dislocations at different deformation stages of nanocrystalline copper under tension,"Physics Letters. Section A: General, Atomic and Solid State Physics",2009,C1 - Refereed Journal articles,401602.0,,,2-s2.0-58149197506,,,10.1016/j.physleta.2008.12.019,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.685,Chemical Sciences,Theoretical and computational chemistry,340000.0,340700.0,0.63,Physical Sciences,Condensed matter physics,510000.0,510400.0,0.587,False,False,False,False,False,False,False,False
1000551xPUB131,Analytical Solution for the Damped-Dynamics of Printed Circuit Board and Applied to Study the Effects of Distorted Half-Sine Support Excitation,IEEE Transactions on Advanced Packaging,2009,C1 - Refereed Journal articles,400908.0,,,2-s2.0-67349147375,,,10.1109/TADVP.2009.2014737,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Mathematical Sciences,Mathematical physics,490000,490200,0.861,Mathematical Sciences,Applied mathematics,490000.0,490100.0,0.856,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.703,False,False,True,True,False,False,True,True
1000551xPUB132,Analytical Solutions for PCB Assembly Subjected to Mismatched Thermal Expansion,IEEE Transactions on Advanced Packaging,2009,C1 - Refereed Journal articles,400908.0,,,2-s2.0-68949181691,,,10.1109/TADVP.2009.2025222,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Analytical chemistry,340000,340100,0.853,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.715,Engineering,Electrical engineering,400000.0,400800.0,0.676,False,True,True,True,False,True,False,True
1000551xPUB133,Enhanced mechanical properties of polypropylene/silica nanocomposites with surface modification of nano-silica via in situ copolymerization of methyl methacrylate and butyl acrylate,Chinese Journal of Polymer Science,2009,C1 - Refereed Journal articles,401602.0,,,2-s2.0-70149121276,,,10.1142/S0256767909004382,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.865,Chemical Sciences,Physical chemistry,340000.0,340600.0,0.623,,,,,,False,False,False,False,False,False,False,False
1000551xPUB134,Nanostructures and Thermomechanical Properties of Epoxy Thermosets Containing Reactive Diblock Copolymer,Journal of Applied Polymer Science,2009,C1 - Refereed Journal articles,401602.0,401807.0,,2-s2.0-73849127401,,,10.1002/app.31284,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.791,Chemical Sciences,Physical chemistry,340000.0,340600.0,0.788,Physical Sciences,Condensed matter physics,510000.0,510400.0,0.717,False,False,False,False,False,False,False,False
1000551xPUB135,"Novel ultraviolet-opaque, visible-transparent and light-emitting ZnO-QD/silicone composites with tunable luminescence colors",Polymer,2010,C1 - Refereed Journal articles,401602.0,401605.0,,2-s2.0-77954834864,,,10.1016/j.polymer.2010.03.056,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Chemical Sciences,Macromolecular and materials chemistry,340000,340300,0.76,Physical Sciences,"Atomic, molecular and optical physics",510000.0,510200.0,0.757,Chemical Sciences,Inorganic chemistry,340000.0,340200.0,0.657,False,False,False,False,False,False,False,False
1000551xPUB136,Lightweight NiTi shape memory alloy based composites with high damping capacity and high strength,Journal of Alloys and Compounds,2010,C1 - Refereed Journal articles,401602.0,401607.0,,2-s2.0-74149086237,,,10.1016/j.jallcom.2009.10.025,1000551,Yiu-Wing Mai,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Engineering,Materials engineering,400000,401600,0.758,,,,,,,,,,,True,False,False,True,True,False,False,True
1000578xPUB9,"Weyl groups, lattices and geometric manifolds",Geometriae Dedicata,2009,C1 - Refereed Journal articles,490401.0,490406.0,,2-s2.0-59749097038,,,10.1007/s10711-009-9354-5,T9513,Brent Everitt,Faculty of Science,School of Mathematics and Statistics,Mathematics & Statistics,Mathematical Sciences,Mathematical physics,490000,490200,0.875,Mathematical Sciences,Pure mathematics,490000.0,490400.0,0.801,,,,,,True,True,False,True,False,True,False,True
1000605xPUB111,A novel sensorless method of brushless dc motor based on 180-degree commutation,2010 The 2nd International Conference on Computer and Automation Engineering (ICCAE 2010),2010,E1 - Conference proceeding,400907.0,,,2-s2.0-77952649990,,,10.1109/ICCAE.2010.5451911,1105678,Boyang Hu,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.963,Engineering,Mechanical engineering,400000.0,401700.0,0.855,,,,,,True,True,False,True,False,False,False,False
1000605xPUB112,Sensorless Drive of Permanent Magnet Brushless DC Motor with 180 Degree Commutation,2010 IEEE Conference on Robotics Automation and Mechatronics,2010,E1 - Conference proceeding,400907.0,,,2-s2.0-77955693095,,,10.1109/RAMECH.2010.5513205,1105678,Boyang Hu,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.933,Engineering,Mechanical engineering,400000.0,401700.0,0.87,Engineering,Engineering practice and education,400000.0,401000.0,0.697,True,True,True,True,False,False,False,False
1000605xPUB166,Wind Energy Conversion System from Electrical Perspective - A Survey,Smart Grid and Renewable Energy,2010,C1 - Refereed Journal articles,400803.0,,,,,,10.4236/sgre.2010.13017,1115975,Hyong Kim,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.894,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.662,,,,,,True,True,False,True,True,False,False,True
1000605xPUB168,Review on Wind Turbine Generators and Power Electronic Converters with the Grid-Connection Issues,20th Australasian Universities Power Engineering 2010 Conference,2010,E1 - Conference proceeding,400803.0,,,2-s2.0-79952344142,,,,1115975,Hyong Kim,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.917,Engineering,Engineering practice and education,400000.0,401000.0,0.832,,,,,,True,True,False,True,True,False,False,True
1000605xPUB172,Uplink Outage and SER Evaluation for Cellular Relay Systems with Selection Diversity,2010 IEEE 21st International Symposium on Personal Indoor and Mobile Radio Communications,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-78751514585,,,10.1109/PIMRC.2010.5671860,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Communications engineering,400000,400600,0.927,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.849,Engineering,Electrical engineering,400000.0,400800.0,0.766,True,True,True,True,True,False,False,True
1000605xPUB173,Distributed Multi-Antenna Relaying in Nonregenerative Cooperative Networks,2010 IEEE 21st International Symposium on Personal Indoor and Mobile Radio Communications,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-78751507473,,,10.1109/PIMRC.2010.5671744,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.873,Engineering,Communications engineering,400000.0,400600.0,0.866,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.842,True,True,True,True,False,True,False,True
1000605xPUB174,Selection Diversity with Multiple Amplify-and-Forward Relays in Nakagami-m Fading Channels,2010 IEEE 72nd Vehicular Technology Conference,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-78649405429,,,10.1109/VETECF.2010.5594181,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.933,Engineering,Communications engineering,400000.0,400600.0,0.892,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.887,True,True,True,True,False,True,False,True
1000605xPUB178,Exact and Asymptotic SER of Nonregenerative Relaying in MIMO Multi-Relay Networks,2010 IEEE Global Telecommunications Conference,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-79551621738,,,10.1109/GLOCOM.2010.5683634,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Mathematical Sciences,Mathematical physics,490000,490200,0.832,Mathematical Sciences,Numerical and computational mathematics,490000.0,490300.0,0.815,Mathematical Sciences,Pure mathematics,490000.0,490400.0,0.698,False,False,False,False,False,False,False,False
1000605xPUB179,Outage Probability and SER of Cooperative Selection Diversity in Nonregenerative MIMO Relaying,2010 IEEE Global Telecommunications Conference,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-79551644432,,,10.1109/GLOCOM.2010.5683201,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Mathematical Sciences,Mathematical physics,490000,490200,0.801,Mathematical Sciences,Numerical and computational mathematics,490000.0,490300.0,0.784,Mathematical Sciences,Applied mathematics,490000.0,490100.0,0.621,False,False,False,False,False,False,False,False
1000605xPUB186,Outage Probability and SER of Fixed Gain Relaying with Selection Diversity in Cellular Systems,2010 IEEE International Conference on Communications,2010,E1 - Conference proceeding,400608.0,,,2-s2.0-77955372102,,,10.1109/ICC.2010.5502343,1021596,Phee Yeoh,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Communications engineering,400000,400600,0.894,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.878,Engineering,Electrical engineering,400000.0,400800.0,0.846,True,True,True,True,True,False,False,True
1000605xPUB188,Publish/subscribe on top of DHT using RETE algorithm,2010 3rd Future Internet Symposium,2010,E1 - Conference proceeding,460911.0,,,2-s2.0-78049386714,,,10.1007/978-3-642-15877-3_3,1106686,Yan Shvartzshnaider,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Information And Computing Sciences,Distributed computing and systems software,460000,460600,0.913,Information And Computing Sciences,Software engineering,460000.0,461200.0,0.849,Information And Computing Sciences,Other information and computing sciences,460000.0,469900.0,0.759,True,True,True,True,False,False,False,False
1000605xPUB189,Microwave photonic notch filter based on a dual-Sagnac-loop structure,Applied Optics,2010,C1 - Refereed Journal articles,400909.0,,,2-s2.0-78649543487,,,10.1364/AO.49.006546,1106327,Xudong Wang,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Engineering,Electrical engineering,400000,400800,0.727,,,,,,,,,,,True,False,False,True,False,False,False,False
1000605xPUB190,Coherence-Free High-Resolution RF/Microwave Photonic Bandpass Filter With High Skirt Selectivity and High Stopband Attenuation,Journal of Lightwave Technology,2010,C1 - Refereed Journal articles,400909.0,,,2-s2.0-77952936515,,,10.1109/JLT.2010.2047004,1011752,Erwin Chan,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Physical Sciences,Nuclear and plasma physics,510000,510600,0.223,Physical Sciences,Space sciences,510000.0,510900.0,0.193,,,,,,False,False,False,False,False,False,False,False
1000605xPUB191,Suppression of phase-induced intensity noise in fibre optic delay line signal processors using an optical phase modulation technique,Optics Express,2010,C1 - Refereed Journal articles,400909.0,,,2-s2.0-78049495011,,,10.1364/OE.18.021573,1011752,Erwin Chan,Faculty of Engineering,School of Electrical and Information Engineering,Electrical and Information Engineering,Physical Sciences,"Atomic, molecular and optical physics",510000,510200,0.649,Engineering,Electrical engineering,400000.0,400800.0,0.566,Engineering,"Electronics, sensors and digital hardware",400000.0,400900.0,0.566,False,True,True,True,False,False,True,True
1000620xPUB41,Genre and language learning: A social semiotic perspective,Linguistics and Education,2009,C1 - Refereed Journal articles,470401.0,,,2-s2.0-63349098810,,,10.1016/j.linged.2009.01.003,1000620,James Martin,Faculty of Arts and Social Sciences,School of Humanities,Discipline of Linguistics,"Language, Communication And Culture",Linguistics,470000,470400,0.786,"Language, Communication And Culture",Language studies,470000.0,470300.0,0.729,"Language, Communication And Culture",Cultural studies,470000.0,470200.0,0.705,True,True,True,True,True,False,False,True
1000620xPUB42,"Realisation, instantiation and individuation: some thoughts on identity in youth justice conferencing",Documentacao de Estudos em Linguistica Teorica e Aplicada,2009,C1 - Refereed Journal articles,470405.0,,,2-s2.0-78651497101,,,10.1590/S0102-44502009000300002,1000620,James Martin,Faculty of Arts and Social Sciences,School of Humanities,Discipline of Linguistics,Philosophy And Religious Studies,Philosophy,500000,500300,0.908,,,,,,,,,,,False,False,False,False,False,False,False,False
1000642xPUB7,Animation (Theory) as the Poematic: A Reply to the Cognitivists,Animation Studies,2009,C1 - Refereed Journal articles,360501.0,360502.0,500319.0,,,,,1000642,Alan Cholodenko,Faculty of Arts and Social Sciences,"School of Art, Communication and English",Discipline of Film Studies,Creative Arts And Writing,Visual arts,360000,360600,0.84,Creative Arts And Writing,"Art history, theory and criticism",360000.0,360100.0,0.807,Creative Arts And Writing,Creative and professional writing,360000.0,360200.0,0.774,True,True,True,True,False,False,False,False
1000643xPUB2,A place for Okinawa - changing perceptions of Japan's southern islands,JOSA: The Journal of the Oriental Society of Australia,2009,C1 - Refereed Journal articles EXT,470202.0,470212.0,,,,,,1000643,Hugh Clarke,Faculty of Arts and Social Sciences,School of Languages and Cultures,Discipline of Japanese Studies,Creative Arts And Writing,Creative and professional writing,360000,360200,0.672,Creative Arts And Writing,Other creative arts and writing,360000.0,369900.0,0.524,,,,,,False,False,False,False,False,False,False,False
1000644xPUB14,A note on strong convergence of sums of dependent random variables,Journal of Probability and Statistics,2009,C1 - Refereed Journal articles,490506.0,,,2-s2.0-84859167135,,,10.1155/2009/873274,1000644,Neville Weber,Faculty of Science,School of Mathematics and Statistics,Mathematics & Statistics,Mathematical Sciences,Statistics,490000,490500,0.894,Mathematical Sciences,Pure mathematics,490000.0,490400.0,0.786,,,,,,True,True,False,True,True,False,False,True
1000671xPUB40,Linear Acceleration Emission. I. Motion in a Large-Amplitude Electrostatic Wave,The Astrophysical Journal,2009,C1 - Refereed Journal articles,510109.0,,,2-s2.0-66649103079,,,10.1088/0004-637X/698/1/115,1000671,Donald Melrose,Faculty of Science,School of Physics,Physics,Physical Sciences,Particle and high energy physics,510000,510700,0.716,,,,,,,,,,,True,False,False,True,False,False,False,False
1000671xPUB41,Response of a relativistic quantum magnetized electron gas,Journal of Physics A: Mathematical and Theoretical,2009,C1 - Refereed Journal articles,510602.0,,,2-s2.0-70449558651,,,10.1088/1751-8113/42/34/345502,1000671,Donald Melrose,Faculty of Science,School of Physics,Physics,Physical Sciences,Quantum physics,510000,510800,0.856,Physical Sciences,Particle and high energy physics,510000.0,510700.0,0.823,Physical Sciences,Nuclear and plasma physics,510000.0,510600.0,0.629,True,True,True,True,False,False,True,True
1000689xPUB1,Investigation of Boundary Slip Conditions for DSMC Simulation of Transonic Flow,26th International Symposium on Rarefied Gas Dynamics 2008,2009,E1 - Conference proceeding,401201.0,,,2-s2.0-63849121478,,,10.1063/1.3076531,1000689,Douglass Auld,Faculty of Engineering,"School of Aerospace, Mechanical and Mechatronic Engineering","Aerospace, Mechanical and Mechatronic Engineering",Engineering,Fluid mechanics and thermal engineering,400000,401200,0.655,Physical Sciences,Condensed matter physics,510000.0,510400.0,0.588,,,,,,True,False,False,True,True,False,False,True
1000711xPUB29,"Modeling National Identities and Cultural Change: The Western European, Japanese, and United States Experiences Compared",International Journal of Cross Cultural Management,2009,C1 - Refereed Journal articles,350706.0,,,2-s2.0-68849097827,,,10.1177/1470595809335722,1000711,Frank (Ben) Tipton,University of Sydney Business School,Sydney Business School,International Business,"Language, Communication And Culture",Cultural studies,470000,470200,0.714,,,,,,,,,,,False,False,False,False,False,False,False,False
1000756xPUB51,Kisspeptins and the control of gonadotropin secretion in male and female rodents,Peptides,2009,C1 - Refereed Journal articles,320501.0,,,2-s2.0-57849167842,,,10.1016/j.peptides.2008.08.009,1000756,David Handelsman,Faculty of Medicine and Health,Medical Research Institutes,ANZAC Research Institute,Biological Sciences,Zoology,310000,310900,0.497,Biological Sciences,Biochemistry and cell biology,310000.0,310100.0,0.434,,,,,,False,False,False,False,False,False,False,False
1000756xPUB52,Trough serum testosterone predicts the development of polycythemia in hypogonadal men treated for up to 21 years with subcutaneous testosterone pellets,European Journal of Endocrinology,2010,C1 - Refereed Journal articles,320208.0,321503.0,,2-s2.0-75149116750,,,10.1530/EJE-09-0717,flip4024,Flora Ip,Faculty of Medicine and Health,Medical Research Institutes,ANZAC Research Institute,Biomedical And Clinical Sciences,Medical physiology,320000,320800,0.726,Biological Sciences,Genetics,310000.0,310500.0,0.659,Biomedical And Clinical Sciences,Clinical sciences,320000.0,320200.0,0.589,True,False,True,True,False,False,True,True
1000756xPUB53,Accuracy of Calculated Free Testosterone Formulae In Men,Clinical Endocrinology,2010,C1 - Refereed Journal articles,320208.0,321503.0,,2-s2.0-77955108671,,,10.1111/j.1365-2265.2010.03804.x,1004762,Lam Ly,Faculty of Medicine and Health,Sydney Medical School,Central Clinical School: Medicine,Biomedical And Clinical Sciences,Pharmacology and pharmaceutical sciences,320000,321400,0.741,Biomedical And Clinical Sciences,Medical physiology,320000.0,320800.0,0.529,Biomedical And Clinical Sciences,Medical biochemistry and metabolomics,320000.0,320500.0,0.522,True,True,True,True,False,False,False,False
1000756xPUB54,DNA-binding-dependent androgen receptor signaling contributes to gender differences and has physiological actions in males and females,Journal of Endocrinology,2010,C1 - Refereed Journal articles,320208.0,321503.0,,2-s2.0-77953860009,,,10.1677/JOE-10-0026,1000756,David Handelsman,Faculty of Medicine and Health,Medical Research Institutes,ANZAC Research Institute,Biological Sciences,Genetics,310000,310500,0.848,,,,,,,,,,,False,False,False,False,False,False,False,False
1000783xPUB11,The Effects and Mechanism of Saponins of Panax notoginseng on Glucose Metabolism in 3T3-L1 Cells,American Journal of Chinese Medicine,2009,C1 - Refereed Journal articles,420803.0,,,2-s2.0-76449087141,,,10.1142/S0192415X09007582,1000783,John Seale,Faculty of Medicine and Health,School of Medical Sciences,School of Medical Sciences: Pharmacology,Biological Sciences,Biochemistry and cell biology,310000,310100,0.87,Biological Sciences,Plant biology,310000.0,310800.0,0.829,Biological Sciences,Microbiology,310000.0,310700.0,0.687,False,False,False,False,False,False,False,False
1000792xPUB30,Appending zinc tetraphenylporphyrin with an amine receptor at -pyrrolic carbon for designing a selective histamine chemosensor,Supramolecular Chemistry,2010,C1 - Refereed Journal articles,340503.0,340604.0,,2-s2.0-77649173982,,,10.1080/10610270903377349,1000792,Maxwell Crossley,Faculty of Science,School of Chemistry,Chemistry,Chemical Sciences,Organic chemistry,340000,340500,0.882,,,,,,,,,,,True,False,False,True,True,False,False,True
1000792xPUB31,Porphyrins for 'molecular electronics' and photonic applications:  An overview,The Joint Workshop on Frontier Photonics and Electronics,2010,E1 - Conference proceeding,340503.0,,,,,,,1000792,Maxwell Crossley,Faculty of Science,School of Chemistry,Chemistry,Physical Sciences,"Atomic, molecular and optical physics",510000,510200,0.751,Chemical Sciences,Inorganic chemistry,340000.0,340200.0,0.749,Chemical Sciences,Macromolecular and materials chemistry,340000.0,340300.0,0.712,False,True,True,True,False,False,False,False
1000888xPUB29,"Employee Participation and Labour Representation: ICI Works Councils in Australia, 1942-75",Labour History,2009,C1 - Refereed Journal articles,350504.0,,,2-s2.0-77953271986,,,,1000888,Gregory Patmore,University of Sydney Business School,Sydney Business School,Work and Organisational Studies,Law And Legal Studies,Law in context,480000,480400,0.057,Law And Legal Studies,Other law and legal studies,480000.0,489900.0,0.047,,,,,,False,False,False,False,False,False,False,False
1000888xPUB30,Marketing community and democracy: Rural Rochdale co-operatives in Australia,"Consumption, Markets and Culture",2010,C1 - Refereed Journal articles,350501.0,,,2-s2.0-79960137588,,,10.1080/10253860903346765,1000888,Gregory Patmore,University of Sydney Business School,Sydney Business School,Work and Organisational Studies,Economics,Applied economics,380000,380100,0.402,,,,,,,,,,,False,False,False,False,False,False,False,False
1000893xPUB15,Public debt sustainability and alternative theories of interest,Cambridge Journal of Economics,2010,C1 - Refereed Journal articles,380112.0,380302.0,,2-s2.0-77952227068,,,10.1093/cje/bep010,1000893,Anthony (Tony) Aspromourgos,Faculty of Arts and Social Sciences,School of Economics,Discipline of Economics,Economics,Economic theory,380000,380300,0.951,,,,,,,,,,,True,False,False,True,True,False,False,True
