OUTLET,division,division_id,Paper Count,Total Papers,Fraction
Talanta,Biological Sciences,310000,1,8,0.12
Talanta,Biomedical And Clinical Sciences,320000,1,8,0.12
Talanta,Chemical Sciences,340000,1,8,0.12
Talanta,Physical Sciences,510000,1,8,0.12
Teachers and Teaching: theory and practice,Education,390000,5,8,0.62
Teachers and Teaching: theory and practice,Indigenous Studies,450000,3,8,0.38
Technological Forecasting and Social Change,"Commerce, Management, Tourism And Services",350000,8,8,1.0
Telemedicine and e-Health,Health Sciences,420000,3,8,0.38
Telemedicine and e-Health,Information And Computing Sciences,460000,3,8,0.38
Telemedicine and e-Health,Biomedical And Clinical Sciences,320000,1,8,0.12
Telemedicine and e-Health,Engineering,400000,1,8,0.12
The 24th International Conference On Neural Information Processing (ICONIP 2017) (proceedings part I),Information And Computing Sciences,460000,8,8,1.0
The 24th International Conference On Neural Information Processing (ICONIP 2017) (proceedings part V),Information And Computing Sciences,460000,5,8,0.62
The 24th International Conference On Neural Information Processing (ICONIP 2017) (proceedings part V),Mathematical Sciences,490000,2,8,0.25
The 24th International Conference On Neural Information Processing (ICONIP 2017) (proceedings part V),Earth Sciences,370000,1,8,0.12
The Bir Messaouda Basilica: Pilgrimage and the Transformation of an Urban Landscape in Sixth Century AD Carthage,"History, Heritage And Archaeology",430000,8,8,1.0
The China Journal,Human Society,440000,5,8,0.62
The China Journal,"Commerce, Management, Tourism And Services",350000,1,8,0.12
The China Journal,Creative Arts And Writing,360000,1,8,0.12
The China Journal,"Language, Communication And Culture",470000,1,8,0.12
The Discourse of History: A Systemic Functional Perspective,"Language, Communication And Culture",470000,8,8,1.0
The Free Mind: Essays and Poems in Honour of Barry Spurr,"Language, Communication And Culture",470000,5,8,0.62
The Free Mind: Essays and Poems in Honour of Barry Spurr,Philosophy And Religious Studies,500000,3,8,0.38
The Governors of New South Wales 1788-2010,Human Society,440000,8,8,1.0
The International Journal of Human Rights,Human Society,440000,3,8,0.38
The International Journal of Human Rights,Law And Legal Studies,480000,3,8,0.38
The International Journal of Human Rights,Education,390000,1,8,0.12
The International Journal of Human Rights,Philosophy And Religious Studies,500000,1,8,0.12
The Journal of Strategic Information Systems,"Commerce, Management, Tourism And Services",350000,7,8,0.88
The Journal of Strategic Information Systems,Information And Computing Sciences,460000,1,8,0.12
The Lancet Digital Health,Biomedical And Clinical Sciences,320000,6,8,0.75
The Lancet Digital Health,Health Sciences,420000,1,8,0.12
The Lancet Digital Health,Psychology,520000,1,8,0.12
The Law and Development Review,Law And Legal Studies,480000,8,8,1.0
The Oxford Handbook of the Australian Constitution,Law And Legal Studies,480000,7,8,0.88
The Oxford Handbook of the Australian Constitution,"History, Heritage And Archaeology",430000,1,8,0.12
The Oxford Handbook of the History of Eugenics,Philosophy And Religious Studies,500000,6,8,0.75
The Oxford Handbook of the History of Eugenics,"History, Heritage And Archaeology",430000,2,8,0.25
The Palgrave Handbook on Art Crime,Law And Legal Studies,480000,5,8,0.62
The Palgrave Handbook on Art Crime,"History, Heritage And Archaeology",430000,3,8,0.38
The Philosophical Quarterly,Philosophy And Religious Studies,500000,8,8,1.0
The Round Table,Human Society,440000,4,8,0.5
The Round Table,Education,390000,2,8,0.25
The Round Table,Law And Legal Studies,480000,2,8,0.25
The Routledge Handbook of People and Place in the 21st-Century City,Built Environment And Design,330000,8,8,1.0
"Theatre, Dance and Performance Training",Creative Arts And Writing,360000,7,8,0.88
"Theatre, Dance and Performance Training",Health Sciences,420000,1,8,0.12
Theory in Biosciences,Information And Computing Sciences,460000,3,8,0.38
Theory in Biosciences,Philosophy And Religious Studies,500000,2,8,0.25
Theory in Biosciences,Biological Sciences,310000,1,8,0.12
Theory in Biosciences,Mathematical Sciences,490000,1,8,0.12
Theory in Biosciences,Physical Sciences,510000,1,8,0.12
Therapeutic Advances in Medical Oncology,Biomedical And Clinical Sciences,320000,8,8,1.0
Toxics,Biomedical And Clinical Sciences,320000,5,8,0.62
Toxics,Health Sciences,420000,2,8,0.25
Toxics,Biological Sciences,310000,1,8,0.12
Traffic,Biomedical And Clinical Sciences,320000,5,8,0.62
Traffic,Biological Sciences,310000,3,8,0.38
Transport and Pandemic Experiences,"Commerce, Management, Tourism And Services",350000,4,8,0.5
Transport and Pandemic Experiences,Built Environment And Design,330000,3,8,0.38
Transport and Pandemic Experiences,Human Society,440000,1,8,0.12
Transport in Porous Media,Engineering,400000,5,8,0.62
Transport in Porous Media,Mathematical Sciences,490000,2,8,0.25
Transport in Porous Media,Chemical Sciences,340000,1,8,0.12
Transportation Research Procedia,"Commerce, Management, Tourism And Services",350000,7,8,0.88
Transportation Research Procedia,Engineering,400000,1,8,0.12
Trends and Issues in Crime and Criminal Justice,Human Society,440000,6,8,0.75
Trends and Issues in Crime and Criminal Justice,"Commerce, Management, Tourism And Services",350000,2,8,0.25
Trends in Biotechnology,Engineering,400000,4,8,0.5
Trends in Biotechnology,Biological Sciences,310000,2,8,0.25
Trends in Biotechnology,Biomedical And Clinical Sciences,320000,1,8,0.12
Trends in Biotechnology,Health Sciences,420000,1,8,0.12
University Museums and Collections Journal,"History, Heritage And Archaeology",430000,4,8,0.5
University Museums and Collections Journal,Creative Arts And Writing,360000,2,8,0.25
University Museums and Collections Journal,Education,390000,1,8,0.12
University Museums and Collections Journal,"Language, Communication And Culture",470000,1,8,0.12
University of Illinois Law Review,Law And Legal Studies,480000,8,8,1.0
Wei-Wen Yu International Specialty Conference on Cold-Formed Steel Structures (CCFSS 2016),Engineering,400000,8,8,1.0
"Working Across Difference: Social Work, Social Policy and Social Justice",Human Society,440000,8,8,1.0
"10th International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings (IAQVEC 2019)",Engineering,400000,7,7,1.0
11th Australia New Zealand Conference on Geomechanics (ANZ 2012),Engineering,400000,3,7,0.43
11th Australia New Zealand Conference on Geomechanics (ANZ 2012),Environmental Sciences,410000,2,7,0.29
11th Australia New Zealand Conference on Geomechanics (ANZ 2012),Mathematical Sciences,490000,2,7,0.29
14th International Conference on Service-Oriented Computing (ICSOC 2016),Information And Computing Sciences,460000,7,7,1.0
"14th International Conference on Tangible, Embedded, and Embodied Interaction (TEI 2020)",Built Environment And Design,330000,7,7,1.0
14th Pacific Rim Conference on Lasers and Electro-Optics (CLEO-PR 2020),Engineering,400000,7,7,1.0
"15th International Conference on Control, Automation, Robotics and Vision (ICARCV 2018)",Information And Computing Sciences,460000,6,7,0.86
"15th International Conference on Control, Automation, Robotics and Vision (ICARCV 2018)","Agricultural, Veterinary And Food Sciences",300000,1,7,0.14
17th International Congress of Speleology (ICS 2017),Earth Sciences,370000,7,7,1.0
18th IEEE International Conference on Data Mining (ICDM 2018),Information And Computing Sciences,460000,6,7,0.86
18th IEEE International Conference on Data Mining (ICDM 2018),"Commerce, Management, Tourism And Services",350000,1,7,0.14
18th IEEE International Symposium on Network Computing and Applications (NCA 2019),Information And Computing Sciences,460000,7,7,1.0
19th International Conference on Service-Oriented Computing (ICSOC 2021),Information And Computing Sciences,460000,7,7,1.0
19th Power Systems Computation Conference (PSCC 2016),Engineering,400000,7,7,1.0
2011 State of Australian Cities Conference (SOAC 2011),Built Environment And Design,330000,6,7,0.86
2011 State of Australian Cities Conference (SOAC 2011),Human Society,440000,1,7,0.14
2013 46th Annual Hawaii International Conference on System Sciences (HICSS 2013),"Commerce, Management, Tourism And Services",350000,5,7,0.71
2013 46th Annual Hawaii International Conference on System Sciences (HICSS 2013),Education,390000,1,7,0.14
2013 46th Annual Hawaii International Conference on System Sciences (HICSS 2013),Information And Computing Sciences,460000,1,7,0.14
2016 ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp 2016),Information And Computing Sciences,460000,7,7,1.0
2016 IEEE 41st Conference on Local Computer Networks (LCN 2016),Information And Computing Sciences,460000,6,7,0.86
2016 IEEE 41st Conference on Local Computer Networks (LCN 2016),Engineering,400000,1,7,0.14
2016 Optical Fiber Communication Conference (OFC 2016),Physical Sciences,510000,6,7,0.86
2016 Optical Fiber Communication Conference (OFC 2016),Engineering,400000,1,7,0.14
2017 International Topical Meeting on Microwave Photonics (MWP 2017),Engineering,400000,6,7,0.86
2017 International Topical Meeting on Microwave Photonics (MWP 2017),Physical Sciences,510000,1,7,0.14
2017 MATRIX Annals,Mathematical Sciences,490000,7,7,1.0
2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2018),Information And Computing Sciences,460000,5,7,0.71
2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2018),Engineering,400000,2,7,0.29
2019 International Joint Conference on Neural Networks (IJCNN 2019),Information And Computing Sciences,460000,6,7,0.86
2019 International Joint Conference on Neural Networks (IJCNN 2019),Health Sciences,420000,1,7,0.14
"2021 International Conference on Digital Image Computing: Techniques and Applications, DICTA 2021",Information And Computing Sciences,460000,5,7,0.71
"2021 International Conference on Digital Image Computing: Techniques and Applications, DICTA 2021","Commerce, Management, Tourism And Services",350000,2,7,0.29
"2023: ASCILITE 2023 Conference Proceedings: People, Partnerships and Pedagogies",Education,390000,7,7,1.0
21st Australasian Conference on the Mechanics of Structures and Materials (ACMSM 2010),Engineering,400000,7,7,1.0
22nd Pacific Asia Conference on Information Systems (PACIS 2018),Information And Computing Sciences,460000,4,7,0.57
22nd Pacific Asia Conference on Information Systems (PACIS 2018),"Commerce, Management, Tourism And Services",350000,3,7,0.43
23rd IEEE International Conference on Image Processing (ICIP 2016),Information And Computing Sciences,460000,7,7,1.0
23rd International Congress of Theoretical and Applied Mechanics,Engineering,400000,7,7,1.0
24th Conference of the Association for the Advancement of Animal Breeding and Genetics (AAABG 2021),"Agricultural, Veterinary And Food Sciences",300000,4,7,0.57
24th Conference of the Association for the Advancement of Animal Breeding and Genetics (AAABG 2021),Biological Sciences,310000,3,7,0.43
25th Australasian Conference of Information Systems ACIS 2014,"Commerce, Management, Tourism And Services",350000,5,7,0.71
25th Australasian Conference of Information Systems ACIS 2014,Education,390000,1,7,0.14
25th Australasian Conference of Information Systems ACIS 2014,Information And Computing Sciences,460000,1,7,0.14
29th International Horticultural Congress (IHC2014),Information And Computing Sciences,460000,7,7,1.0
30th Australasian Society for Computers in Learning in Tertiary Education Conference: Electric Dreams (ASCILITE 2013),Education,390000,7,7,1.0
31st International Conference on Information Networking (ICOIN 2017),Information And Computing Sciences,460000,4,7,0.57
31st International Conference on Information Networking (ICOIN 2017),Engineering,400000,3,7,0.43
33rd European Accounting Association Annual Congress EAA 2010,"Commerce, Management, Tourism And Services",350000,7,7,1.0
33rd Higher Education Research and Development Society of Australasia International Conference: HERDSA 2010 Reshaping Higher Education,Education,390000,6,7,0.86
33rd Higher Education Research and Development Society of Australasia International Conference: HERDSA 2010 Reshaping Higher Education,Biomedical And Clinical Sciences,320000,1,7,0.14
33rd International Conference on Machine Learning (ICML 2016),Information And Computing Sciences,460000,5,7,0.71
33rd International Conference on Machine Learning (ICML 2016),"Commerce, Management, Tourism And Services",350000,2,7,0.29
34th Annual International Conference of the IEEE Engineering in Medicine and Biology Society EMBS 2012,Information And Computing Sciences,460000,7,7,1.0
36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC 2014),Information And Computing Sciences,460000,5,7,0.71
36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC 2014),Engineering,400000,2,7,0.29
36th International Conference on Machine Learning (ICML 2019),Information And Computing Sciences,460000,7,7,1.0
37th Conference on Uncertainty in Artificial Intelligence (UAI 2021),Information And Computing Sciences,460000,6,7,0.86
37th Conference on Uncertainty in Artificial Intelligence (UAI 2021),Mathematical Sciences,490000,1,7,0.14
"38th Computer Graphics International Conference, CGI 2021",Information And Computing Sciences,460000,7,7,1.0
39th International Symposium Application of Computers and Operations Research in the Mineral Industry (APCOM 2019),Earth Sciences,370000,2,7,0.29
39th International Symposium Application of Computers and Operations Research in the Mineral Industry (APCOM 2019),Engineering,400000,2,7,0.29
39th International Symposium Application of Computers and Operations Research in the Mineral Industry (APCOM 2019),Information And Computing Sciences,460000,2,7,0.29
39th International Symposium Application of Computers and Operations Research in the Mineral Industry (APCOM 2019),Mathematical Sciences,490000,1,7,0.14
43rd Annual Conference of the IEEE Industrial Electronics Society (IECON 2017),Engineering,400000,7,7,1.0
52nd Annual Hawaii International Conference on System Sciences (HICSS 2019),"Language, Communication And Culture",470000,4,7,0.57
52nd Annual Hawaii International Conference on System Sciences (HICSS 2019),Human Society,440000,2,7,0.29
52nd Annual Hawaii International Conference on System Sciences (HICSS 2019),Information And Computing Sciences,460000,1,7,0.14
56th IEEE Conference on Decision and Control (CDC 2017),Engineering,400000,3,7,0.43
56th IEEE Conference on Decision and Control (CDC 2017),Mathematical Sciences,490000,2,7,0.29
56th IEEE Conference on Decision and Control (CDC 2017),Biological Sciences,310000,1,7,0.14
56th IEEE Conference on Decision and Control (CDC 2017),Information And Computing Sciences,460000,1,7,0.14
"6th International Conference on Learning Analytics and Knowledge, LAK 2016",Education,390000,4,7,0.57
"6th International Conference on Learning Analytics and Knowledge, LAK 2016",Information And Computing Sciences,460000,2,7,0.29
"6th International Conference on Learning Analytics and Knowledge, LAK 2016",Psychology,520000,1,7,0.14
7th Annual International Conference of the Popular Culture Association of Australia and New Zealand (PopCAANZ 2016),Creative Arts And Writing,360000,3,7,0.43
7th Annual International Conference of the Popular Culture Association of Australia and New Zealand (PopCAANZ 2016),"Language, Communication And Culture",470000,3,7,0.43
7th Annual International Conference of the Popular Culture Association of Australia and New Zealand (PopCAANZ 2016),Human Society,440000,1,7,0.14
7th Mediterranean Combustion Symposium (MCS-7),Engineering,400000,7,7,1.0
7th Windsor Conference,Built Environment And Design,330000,7,7,1.0
9th Asia-Pacific Conference on Combustion (ASPACC),Engineering,400000,7,7,1.0
A Dictionary of Postmodernism,"Language, Communication And Culture",470000,7,7,1.0
"ACM Transactions on Multimedia Computing, Communications and Applications",Information And Computing Sciences,460000,6,7,0.86
"ACM Transactions on Multimedia Computing, Communications and Applications",Biomedical And Clinical Sciences,320000,1,7,0.14
ACS Synthetic Biology,Biological Sciences,310000,4,7,0.57
ACS Synthetic Biology,Chemical Sciences,340000,2,7,0.29
ACS Synthetic Biology,Engineering,400000,1,7,0.14
AIAA Scitech 2020 Forum,Engineering,400000,7,7,1.0
ASEAN Industries and the Challenge from China,Education,390000,4,7,0.57
ASEAN Industries and the Challenge from China,Economics,380000,2,7,0.29
ASEAN Industries and the Challenge from China,"Commerce, Management, Tourism And Services",350000,1,7,0.14
Academy of Management Discoveries,"Commerce, Management, Tourism And Services",350000,6,7,0.86
Academy of Management Discoveries,Human Society,440000,1,7,0.14
Academy of Management Journal,"Commerce, Management, Tourism And Services",350000,7,7,1.0
Accessing Academic Discourse: Systemic Functional Linguistics and Legitimation Code Theory,"Language, Communication And Culture",470000,4,7,0.57
Accessing Academic Discourse: Systemic Functional Linguistics and Legitimation Code Theory,Education,390000,3,7,0.43
Acta Analytica,Philosophy And Religious Studies,500000,7,7,1.0
Acta Neurochirurgica,Biomedical And Clinical Sciences,320000,5,7,0.71
Acta Neurochirurgica,Health Sciences,420000,2,7,0.29
Acta Physiologica,Health Sciences,420000,3,7,0.43
Acta Physiologica,Biomedical And Clinical Sciences,320000,2,7,0.29
Acta Physiologica,Biological Sciences,310000,1,7,0.14
Acta Physiologica,Chemical Sciences,340000,1,7,0.14
Advanced Steel Construction,Engineering,400000,7,7,1.0
Advances in Agronomy,Environmental Sciences,410000,5,7,0.71
Advances in Agronomy,"Agricultural, Veterinary And Food Sciences",300000,1,7,0.14
Advances in Agronomy,Biological Sciences,310000,1,7,0.14
Advances in Optical Astronomical Instrumentation 2019,Physical Sciences,510000,7,7,1.0
Advances in Optical and Mechanical Technologies for Telescopes and Instrumentation II,Physical Sciences,510000,7,7,1.0
Advances in Radiation Oncology,Biomedical And Clinical Sciences,320000,5,7,0.71
Advances in Radiation Oncology,Physical Sciences,510000,1,7,0.14
Advances in Radiation Oncology,Psychology,520000,1,7,0.14
Aeolian Research,Earth Sciences,370000,6,7,0.86
Aeolian Research,Environmental Sciences,410000,1,7,0.14
Aerosol Science and Technology,Engineering,400000,3,7,0.43
Aerosol Science and Technology,Biomedical And Clinical Sciences,320000,2,7,0.29
Aerosol Science and Technology,Chemical Sciences,340000,2,7,0.29
Ageing in Australia: Challenges and Opportunities,Health Sciences,420000,4,7,0.57
Ageing in Australia: Challenges and Opportunities,Human Society,440000,3,7,0.43
Aging Clinical and Experimental Research,Biomedical And Clinical Sciences,320000,5,7,0.71
Aging Clinical and Experimental Research,Health Sciences,420000,2,7,0.29
Air Medical Journal,Information And Computing Sciences,460000,4,7,0.57
Air Medical Journal,Biomedical And Clinical Sciences,320000,3,7,0.43
Algebraic Combinatorics,Mathematical Sciences,490000,7,7,1.0
Algorithms,Engineering,400000,3,7,0.43
Algorithms,Information And Computing Sciences,460000,2,7,0.29
Algorithms,Mathematical Sciences,490000,2,7,0.29
American Journal of Men's Health,Health Sciences,420000,5,7,0.71
American Journal of Men's Health,Human Society,440000,1,7,0.14
American Journal of Men's Health,Psychology,520000,1,7,0.14
American Journal of Translational Research,Biomedical And Clinical Sciences,320000,5,7,0.71
American Journal of Translational Research,Biological Sciences,310000,1,7,0.14
American Journal of Translational Research,Health Sciences,420000,1,7,0.14
American Mineralogist,Earth Sciences,370000,7,7,1.0
Amino Acids,Chemical Sciences,340000,3,7,0.43
Amino Acids,Biomedical And Clinical Sciences,320000,2,7,0.29
Amino Acids,Biological Sciences,310000,1,7,0.14
Amino Acids,Health Sciences,420000,1,7,0.14
Analytic Philosophy,Philosophy And Religious Studies,500000,7,7,1.0
Andrology,Biomedical And Clinical Sciences,320000,6,7,0.86
Andrology,"Agricultural, Veterinary And Food Sciences",300000,1,7,0.14
Annals of Emergency Medicine,Biomedical And Clinical Sciences,320000,7,7,1.0
Annals of Leisure Research,"Commerce, Management, Tourism And Services",350000,6,7,0.86
Annals of Leisure Research,Health Sciences,420000,1,7,0.14
"Annals of Otology, Rhinology and Laryngology",Biomedical And Clinical Sciences,320000,6,7,0.86
"Annals of Otology, Rhinology and Laryngology",Biological Sciences,310000,1,7,0.14
Annals of Physics,Physical Sciences,510000,4,7,0.57
Annals of Physics,Mathematical Sciences,490000,3,7,0.43
Annals of Tourism Research,"Commerce, Management, Tourism And Services",350000,5,7,0.71
Annals of Tourism Research,Built Environment And Design,330000,1,7,0.14
Annals of Tourism Research,Human Society,440000,1,7,0.14
Anthropological Forum,Indigenous Studies,450000,4,7,0.57
Anthropological Forum,Human Society,440000,2,7,0.29
Anthropological Forum,Creative Arts And Writing,360000,1,7,0.14
Anthrozoos,"Agricultural, Veterinary And Food Sciences",300000,3,7,0.43
Anthrozoos,Biological Sciences,310000,2,7,0.29
Anthrozoos,Education,390000,1,7,0.14
Anthrozoos,Philosophy And Religious Studies,500000,1,7,0.14
Antipodes: a North American journal of Australian literature,"Language, Communication And Culture",470000,5,7,0.71
Antipodes: a North American journal of Australian literature,Creative Arts And Writing,360000,2,7,0.29
Applied Clay Science,Engineering,400000,3,7,0.43
Applied Clay Science,"History, Heritage And Archaeology",430000,2,7,0.29
Applied Clay Science,Biomedical And Clinical Sciences,320000,1,7,0.14
Applied Clay Science,Earth Sciences,370000,1,7,0.14
Applied Clinical Informatics,Biomedical And Clinical Sciences,320000,4,7,0.57
Applied Clinical Informatics,Health Sciences,420000,1,7,0.14
Applied Clinical Informatics,Information And Computing Sciences,460000,1,7,0.14
Applied Clinical Informatics,Psychology,520000,1,7,0.14
Archives of Psychiatric Nursing,Health Sciences,420000,7,7,1.0
Archives of Suicide Research,Health Sciences,420000,3,7,0.43
Archives of Suicide Research,Biomedical And Clinical Sciences,320000,2,7,0.29
Archives of Suicide Research,Education,390000,1,7,0.14
Archives of Suicide Research,Psychology,520000,1,7,0.14
Archnet-International Journal of Architectural Research,Built Environment And Design,330000,6,7,0.86
Archnet-International Journal of Architectural Research,Information And Computing Sciences,460000,1,7,0.14
"Ascilite 2010 sydney: curriculum, technology & transformation for an unknown future",Education,390000,7,7,1.0
Asia Pacific Journal of Environmental Law,Law And Legal Studies,480000,4,7,0.57
Asia Pacific Journal of Environmental Law,Human Society,440000,2,7,0.29
Asia Pacific Journal of Environmental Law,Built Environment And Design,330000,1,7,0.14
Asia Policy,Human Society,440000,7,7,1.0
Asia-Pacific Journal of Cooperative Education,Education,390000,6,7,0.86
Asia-Pacific Journal of Cooperative Education,Health Sciences,420000,1,7,0.14
Asia-Pacific Journal of Oncology Nursing,Biomedical And Clinical Sciences,320000,4,7,0.57
Asia-Pacific Journal of Oncology Nursing,Health Sciences,420000,1,7,0.14
Asia-Pacific Journal of Oncology Nursing,"Language, Communication And Culture",470000,1,7,0.14
Asia-Pacific Journal of Oncology Nursing,Psychology,520000,1,7,0.14
Asian Bioethics Review,Human Society,440000,3,7,0.43
Asian Bioethics Review,Philosophy And Religious Studies,500000,3,7,0.43
Asian Bioethics Review,Law And Legal Studies,480000,1,7,0.14
Asian Journal of Control,Engineering,400000,7,7,1.0
Asian Survey,Human Society,440000,7,7,1.0
Australasian Conference on Robotics and Automation (ACRA 2018),Engineering,400000,4,7,0.57
Australasian Conference on Robotics and Automation (ACRA 2018),Information And Computing Sciences,460000,2,7,0.29
Australasian Conference on Robotics and Automation (ACRA 2018),Mathematical Sciences,490000,1,7,0.14
Australian Clinical Psychologist,Psychology,520000,7,7,1.0
Australian Contract Law in the 21st Century,Law And Legal Studies,480000,7,7,1.0
Australian Journal of Cancer Nursing,Health Sciences,420000,3,7,0.43
Australian Journal of Cancer Nursing,Philosophy And Religious Studies,500000,2,7,0.29
Australian Journal of Cancer Nursing,Biomedical And Clinical Sciences,320000,1,7,0.14
Australian Journal of Cancer Nursing,Psychology,520000,1,7,0.14
Australian Journal of Career Development,Education,390000,3,7,0.43
Australian Journal of Career Development,Biomedical And Clinical Sciences,320000,1,7,0.14
Australian Journal of Career Development,Health Sciences,420000,1,7,0.14
Australian Journal of Career Development,Human Society,440000,1,7,0.14
Australian Journal of Career Development,Psychology,520000,1,7,0.14
Australian Journal of Communication,"Language, Communication And Culture",470000,6,7,0.86
Australian Journal of Communication,Creative Arts And Writing,360000,1,7,0.14
Australian Journal of Electrical and Electronics Engineering,Engineering,400000,7,7,1.0
Australian Journal of Environmental Education,Education,390000,5,7,0.71
Australian Journal of Environmental Education,Human Society,440000,2,7,0.29
Australian Politics and Policy: Senior Edition,Human Society,440000,7,7,1.0
Australian Primary Mathematics Classroom,Education,390000,7,7,1.0
Australian Property Law Journal,Law And Legal Studies,480000,7,7,1.0
BMC Ecology,Biological Sciences,310000,4,7,0.57
BMC Ecology,"Agricultural, Veterinary And Food Sciences",300000,1,7,0.14
BMC Ecology,Biomedical And Clinical Sciences,320000,1,7,0.14
BMC Ecology,Environmental Sciences,410000,1,7,0.14
BMC Gastroenterology,Biomedical And Clinical Sciences,320000,6,7,0.86
BMC Gastroenterology,Health Sciences,420000,1,7,0.14
BMJ Evidence-Based Medicine,Health Sciences,420000,4,7,0.57
BMJ Evidence-Based Medicine,Biomedical And Clinical Sciences,320000,3,7,0.43
Balkin & Davis: Law of Torts - 6th Edition,Law And Legal Studies,480000,7,7,1.0
Behavior Therapy,Psychology,520000,7,7,1.0
Behavioral Sleep Medicine,Biomedical And Clinical Sciences,320000,5,7,0.71
Behavioral Sleep Medicine,Health Sciences,420000,2,7,0.29
Best Practice and Research: Clinical Endocrinology and Metabolism,Biomedical And Clinical Sciences,320000,7,7,1.0
Biochemistry and Molecular Biology Education,Biological Sciences,310000,2,7,0.29
Biochemistry and Molecular Biology Education,Biomedical And Clinical Sciences,320000,2,7,0.29
Biochemistry and Molecular Biology Education,Education,390000,1,7,0.14
Biochemistry and Molecular Biology Education,Indigenous Studies,450000,1,7,0.14
Biochemistry and Molecular Biology Education,Information And Computing Sciences,460000,1,7,0.14
Biogerontology,Biological Sciences,310000,4,7,0.57
Biogerontology,Biomedical And Clinical Sciences,320000,3,7,0.43
Biophysical Chemistry,Biological Sciences,310000,4,7,0.57
Biophysical Chemistry,Chemical Sciences,340000,2,7,0.29
Biophysical Chemistry,Biomedical And Clinical Sciences,320000,1,7,0.14
Bone Research,Biomedical And Clinical Sciences,320000,5,7,0.71
Bone Research,Biological Sciences,310000,1,7,0.14
Bone Research,Engineering,400000,1,7,0.14
Brain Pathology,Biomedical And Clinical Sciences,320000,7,7,1.0
Brain Stimulation,Psychology,520000,3,7,0.43
Brain Stimulation,Biomedical And Clinical Sciences,320000,1,7,0.14
Brain Stimulation,Health Sciences,420000,1,7,0.14
Brain Stimulation,Information And Computing Sciences,460000,1,7,0.14
Brain Stimulation,Mathematical Sciences,490000,1,7,0.14
Briefings in Functional Genomics,Biological Sciences,310000,3,7,0.43
Briefings in Functional Genomics,Mathematical Sciences,490000,2,7,0.29
Briefings in Functional Genomics,Biomedical And Clinical Sciences,320000,1,7,0.14
Briefings in Functional Genomics,Engineering,400000,1,7,0.14
British Journal of Health Psychology,Health Sciences,420000,4,7,0.57
British Journal of Health Psychology,Biomedical And Clinical Sciences,320000,2,7,0.29
British Journal of Health Psychology,Psychology,520000,1,7,0.14
British Journal of Midwifery,Health Sciences,420000,6,7,0.86
British Journal of Midwifery,Biomedical And Clinical Sciences,320000,1,7,0.14
Burns & Trauma,Biomedical And Clinical Sciences,320000,6,7,0.86
Burns & Trauma,Health Sciences,420000,1,7,0.14
CPT: Pharmacometrics and Systems Pharmacology,Biomedical And Clinical Sciences,320000,6,7,0.86
CPT: Pharmacometrics and Systems Pharmacology,Mathematical Sciences,490000,1,7,0.14
California Management Review,"Commerce, Management, Tourism And Services",350000,4,7,0.57
California Management Review,Built Environment And Design,330000,2,7,0.29
California Management Review,Engineering,400000,1,7,0.14
Cambridge Journal of Economics,Economics,380000,6,7,0.86
Cambridge Journal of Economics,Philosophy And Religious Studies,500000,1,7,0.14
Canine Genetics and Epidemiology,"Agricultural, Veterinary And Food Sciences",300000,5,7,0.71
Canine Genetics and Epidemiology,Biological Sciences,310000,2,7,0.29
Cardiovascular Ultrasound,Biomedical And Clinical Sciences,320000,7,7,1.0
Cellular Microbiology,Biological Sciences,310000,6,7,0.86
Cellular Microbiology,Biomedical And Clinical Sciences,320000,1,7,0.14
Cerebellum,Biomedical And Clinical Sciences,320000,4,7,0.57
Cerebellum,Biological Sciences,310000,3,7,0.43
Chemical Engineering and Technology,Engineering,400000,6,7,0.86
Chemical Engineering and Technology,Biological Sciences,310000,1,7,0.14
Chemical Journal of Chinese Universities-Chinese,Chemical Sciences,340000,4,7,0.57
Chemical Journal of Chinese Universities-Chinese,Biomedical And Clinical Sciences,320000,2,7,0.29
Chemical Journal of Chinese Universities-Chinese,Engineering,400000,1,7,0.14
Child Language Teaching and Therapy,Biomedical And Clinical Sciences,320000,3,7,0.43
Child Language Teaching and Therapy,Health Sciences,420000,2,7,0.29
Child Language Teaching and Therapy,Education,390000,1,7,0.14
Child Language Teaching and Therapy,"Language, Communication And Culture",470000,1,7,0.14
Circulation Journal,Biomedical And Clinical Sciences,320000,6,7,0.86
Circulation Journal,Economics,380000,1,7,0.14
Climate Dynamics,Earth Sciences,370000,3,7,0.43
Climate Dynamics,"History, Heritage And Archaeology",430000,2,7,0.29
Climate Dynamics,Mathematical Sciences,490000,2,7,0.29
Clinical Oral Implants Research,Biomedical And Clinical Sciences,320000,7,7,1.0
Clinical Physiology and Functional Imaging,Biomedical And Clinical Sciences,320000,6,7,0.86
Clinical Physiology and Functional Imaging,Physical Sciences,510000,1,7,0.14
Clinical and Applied Thrombosis/Hemostasis,Biomedical And Clinical Sciences,320000,7,7,1.0
Clinical and Translational Gastroenterology,Biomedical And Clinical Sciences,320000,4,7,0.57
Clinical and Translational Gastroenterology,Biological Sciences,310000,2,7,0.29
