division,division_id,group,group_id
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,"Strategy, management and organisational behaviour",350700
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,Tourism,350800
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Transportation, logistics and supply chains",350900
"Commerce, Management, Tourism And Services",350000,"Other commerce, management, tourism and services",359900
Creative Arts And Writing,360000,"Art history, theory and criticism",360100
Creative Arts And Writing,360000,"Art history, theory and criticism",360100
Creative Arts And Writing,360000,"Art history, theory and criticism",360100
Creative Arts And Writing,360000,"Art history, theory and criticism",360100
Creative Arts And Writing,360000,"Art history, theory and criticism",360100
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Creative and professional writing,360200
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Music,360300
Creative Arts And Writing,360000,Performing arts,360400
Creative Arts And Writing,360000,Performing arts,360400
Creative Arts And Writing,360000,Performing arts,360400
Creative Arts And Writing,360000,Performing arts,360400
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Screen and digital media,360500
Creative Arts And Writing,360000,Visual arts,360600
Creative Arts And Writing,360000,Visual arts,360600
Creative Arts And Writing,360000,Visual arts,360600
Creative Arts And Writing,360000,Visual arts,360600
Creative Arts And Writing,360000,Visual arts,360600
Creative Arts And Writing,360000,Other creative arts and writing,369900
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Atmospheric sciences,370100
Earth Sciences,370000,Climate change science,370200
Earth Sciences,370000,Climate change science,370200
Earth Sciences,370000,Climate change science,370200
Earth Sciences,370000,Climate change science,370200
Earth Sciences,370000,Geochemistry,370300
Earth Sciences,370000,Geochemistry,370300
Earth Sciences,370000,Geochemistry,370300
Earth Sciences,370000,Geochemistry,370300
Earth Sciences,370000,Geochemistry,370300
Earth Sciences,370000,Geoinformatics,370400
Earth Sciences,370000,Geoinformatics,370400
Earth Sciences,370000,Geoinformatics,370400
Earth Sciences,370000,Geoinformatics,370400
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geology,370500
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Geophysics,370600
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Hydrology,370700
Earth Sciences,370000,Oceanography,370800
Earth Sciences,370000,Oceanography,370800
Earth Sciences,370000,Oceanography,370800
Earth Sciences,370000,Oceanography,370800
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Physical geography and environmental geoscience,370900
Earth Sciences,370000,Other earth sciences,379900
Earth Sciences,370000,Other earth sciences,379900
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Applied economics,380100
Economics,380000,Econometrics,380200
Economics,380000,Econometrics,380200
Economics,380000,Econometrics,380200
Economics,380000,Econometrics,380200
Economics,380000,Econometrics,380200
Economics,380000,Econometrics,380200
Economics,380000,Economic theory,380300
Economics,380000,Economic theory,380300
Economics,380000,Economic theory,380300
Economics,380000,Economic theory,380300
Economics,380000,Economic theory,380300
Economics,380000,Other economics,389900
Economics,380000,Other economics,389900
Economics,380000,Other economics,389900
Economics,380000,Other economics,389900
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,Curriculum and pedagogy,390100
Education,390000,"Education policy, sociology and philosophy",390200
Education,390000,"Education policy, sociology and philosophy",390200
Education,390000,"Education policy, sociology and philosophy",390200
Education,390000,"Education policy, sociology and philosophy",390200
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Education systems,390300
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Specialist studies in education,390400
Education,390000,Other education,399900
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Aerospace engineering,400100
Engineering,400000,Automotive engineering,400200
Engineering,400000,Automotive engineering,400200
Engineering,400000,Automotive engineering,400200
Engineering,400000,Automotive engineering,400200
Engineering,400000,Automotive engineering,400200
Engineering,400000,Automotive engineering,400200
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Biomedical engineering,400300
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Chemical engineering,400400
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Civil engineering,400500
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,Communications engineering,400600
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,"Control engineering, mechatronics and robotics",400700
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,Electrical engineering,400800
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,"Electronics, sensors and digital hardware",400900
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Engineering practice and education,401000
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Environmental engineering,401100
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Fluid mechanics and thermal engineering,401200
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Geomatic engineering,401300
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Manufacturing engineering,401400
Engineering,400000,Maritime engineering,401500
Engineering,400000,Maritime engineering,401500
Engineering,400000,Maritime engineering,401500
Engineering,400000,Maritime engineering,401500
Engineering,400000,Maritime engineering,401500
Engineering,400000,Maritime engineering,401500
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Materials engineering,401600
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Mechanical engineering,401700
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Nanotechnology,401800
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Resources engineering and extractive metallurgy,401900
Engineering,400000,Other engineering,409900
Engineering,400000,Other engineering,409900
Engineering,400000,Other engineering,409900
Engineering,400000,Other engineering,409900
Environmental Sciences,410000,Climate change impacts and adaptation,410100
Environmental Sciences,410000,Climate change impacts and adaptation,410100
Environmental Sciences,410000,Climate change impacts and adaptation,410100
Environmental Sciences,410000,Climate change impacts and adaptation,410100
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Ecological applications,410200
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental biotechnology,410300
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Environmental management,410400
Environmental Sciences,410000,Pollution and contamination,410500
Environmental Sciences,410000,Pollution and contamination,410500
Environmental Sciences,410000,Pollution and contamination,410500
Environmental Sciences,410000,Pollution and contamination,410500
Environmental Sciences,410000,Pollution and contamination,410500
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Soil sciences,410600
Environmental Sciences,410000,Other environmental sciences,419900
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Allied health and rehabilitation science,420100
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Epidemiology,420200
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Health services and systems,420300
Health Sciences,420000,Midwifery,420400
Health Sciences,420000,Midwifery,420400
Health Sciences,420000,Midwifery,420400
Health Sciences,420000,Midwifery,420400
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Nursing,420500
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Public health,420600
Health Sciences,420000,Sports science and exercise,420700
Health Sciences,420000,Sports science and exercise,420700
Health Sciences,420000,Sports science and exercise,420700
Health Sciences,420000,Sports science and exercise,420700
Health Sciences,420000,"Traditional, complementary and integrative medicine",420800
Health Sciences,420000,"Traditional, complementary and integrative medicine",420800
Health Sciences,420000,"Traditional, complementary and integrative medicine",420800
Health Sciences,420000,"Traditional, complementary and integrative medicine",420800
Health Sciences,420000,Other health sciences,429900
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,Archaeology,430100
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,"Heritage, archive and museum studies",430200
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,Historical studies,430300
"History, Heritage And Archaeology",430000,"Other history, heritage and archaeology",439900
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Anthropology,440100
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Criminology,440200
Human Society,440000,Demography,440300
Human Society,440000,Demography,440300
Human Society,440000,Demography,440300
Human Society,440000,Demography,440300
Human Society,440000,Demography,440300
Human Society,440000,Demography,440300
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Development studies,440400
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Gender studies,440500
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Human geography,440600
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Policy and administration,440700
Human Society,440000,Political science,440800
Human Society,440000,Political science,440800
Human Society,440000,Political science,440800
Human Society,440000,Political science,440800
Human Society,440000,Political science,440800
